LogisticRegression,XGBoost,BaggingLinearRegression_n_estimators=10,BaggingDescisionTrees_n_estimators=20,XGBoostLinear,Keras100/50Layers6Epochs
6,6,6.27522532248,7,5.92204332352,6.31369113922
6,3,5.07885240209,5,4.63173103333,6.09590864182
8,8,7.45016996012,6,7.81968688965,8.0
8,8,7.52791537546,8,8.0,8.0
7,5,4.99290731827,6,5.55180311203,6.2088508606
5,5,4.80614051436,5,5.14744234085,5.58600234985
8,8,7.4145245622,8,7.32081079483,8.0
8,8,7.1169599215,8,7.66907548904,8.0
8,8,6.53334409656,8,7.12575769424,7.36879014969
8,8,7.53016551181,8,7.67953395844,8.0
8,3,5.89548072273,5,4.40379238129,7.0889544487
5,4,4.94302062223,5,3.9670791626,5.34372854233
7,5,4.80895755566,6,5.09625101089,6.19992733002
6,5,4.45331823579,6,4.69780111313,6.08652210236
8,8,6.89264979891,8,7.58796787262,8.0
1,2,2.80214781941,2,2.91851472855,2.24951267242
6,7,6.16273778701,6,6.62774896622,6.23559761047
8,8,7.54530475895,8,7.42343950272,8.0
8,8,7.14615842186,7,6.99974584579,8.0
5,3,4.10897745754,4,4.1577000618,4.59870052338
6,5,5.21041393335,6,5.08410739899,6.23446655273
8,8,7.40743611973,7,7.53935909271,8.0
6,6,5.82461424227,7,6.13154888153,6.20641374588
8,8,7.66204664651,7,6.68265008926,8.0
6,6,6.10626209114,6,5.98278427124,6.40845870972
8,8,7.14076268593,8,7.77968788147,8.0
8,8,6.38177611115,8,7.10373020172,8.0
1,1,1.0,2,1.0,1.96080112457
4,6,5.45547911219,6,6.23052024841,4.30357837677
7,6,6.01494140444,6,5.18186664581,6.13702392578
8,7,6.0581763321,6,6.43949985504,8.0
8,8,7.4812273528,8,7.12766027451,8.0
2,2,3.58257425457,2,3.31141805649,2.14356851578
2,3,4.587058041,3,4.70367670059,5.79423522949
6,7,6.53054060114,7,6.86098575592,6.20646572113
7,7,6.14939611342,6,5.89254522324,6.97980213165
8,8,6.90874006422,8,7.22526216507,8.0
7,5,5.10491865693,5,4.97630310059,6.31107091904
8,6,6.01474052923,8,7.01766872406,8.0
6,5,5.1586135307,5,4.77767658234,6.01244735718
6,6,5.90202710061,6,6.67284154892,6.07650184631
1,3,3.84771049352,5,3.045181036,4.92254686356
5,6,6.15611614827,6,5.53064489365,5.61670541763
8,8,7.06691490367,8,7.82028865814,8.0
7,3,5.09954454573,2,4.52668046951,6.7307677269
8,6,5.19831155445,6,4.64426708221,6.61797952652
8,7,6.78165444548,8,7.52552127838,8.0
7,4,5.20456401644,5,5.0403380394,6.17762947083
7,5,5.33448225701,6,4.43835449219,6.16929769516
2,2,3.522601266,5,2.41712617874,2.3494386673
6,4,5.04552057017,6,5.37683057785,6.1461930275
4,3,4.89225499009,2,3.66550970078,4.17400360107
8,6,5.21965877432,6,6.16917514801,6.53731679916
6,5,6.04771600696,4,4.5567908287,6.18429136276
1,8,5.41109099937,8,7.68400669098,8.0
8,8,7.78188904937,8,7.51259899139,8.0
2,3,4.53258830744,2,3.41710495949,6.20279836655
6,8,6.69500346304,7,7.45117807388,6.44400262833
7,6,5.74558809735,7,6.15870332718,6.16706562042
6,6,5.64859782584,6,5.88268136978,5.94487524033
8,8,7.08305345645,7,7.50681686401,8.0
8,7,6.05544227931,7,6.6910943985,8.0
5,5,5.6551256641,5,5.26276540756,6.19810676575
8,7,5.66909877004,6,6.34644412994,6.77814054489
8,8,7.26190628299,5,6.85670995712,7.86002779007
8,8,7.62396032392,8,7.88199090958,8.0
6,2,3.04060005752,2,2.44538021088,2.25650453568
8,7,6.54940381802,8,7.02590322495,8.0
8,7,6.81552122163,7,5.74528408051,8.0
6,5,4.97602088439,6,5.56578779221,6.17948007584
8,5,6.12708901845,5,5.08928632736,6.18431138992
7,4,5.66782738163,5,5.43699455261,6.973777771
8,8,7.55006642471,8,8.0,8.0
8,8,7.22890634584,7,7.20004940033,8.0
6,4,3.50485738024,5,3.46806025505,5.60383796692
8,8,7.62955465337,8,7.67549419403,8.0
8,8,7.49090160147,8,7.60788154602,8.0
2,2,2.25540394959,2,2.35378313065,2.02216815948
8,8,6.76557211109,8,7.80546808243,7.95153045654
8,6,6.18187024425,5,5.72263383865,7.81950759888
8,8,7.55230350864,8,7.46266651154,8.0
1,1,1.34804570871,2,1.0,1.95380210876
5,3,4.23042995971,5,4.32194375992,3.92276477814
2,2,1.0,2,2.71650958061,2.03458499908
8,8,6.64030144159,8,7.54166269302,8.0
5,2,2.07234424456,2,2.15044927597,2.0136756897
5,3,4.17493506335,2,4.15744686127,4.88260126114
2,5,4.35088949971,5,4.5238609314,6.14077138901
4,3,4.63680943016,2,4.05911254883,5.4377822876
7,6,5.70730800672,5,5.16495847702,6.91030168533
7,6,6.60395724044,6,5.84156417847,7.14071655273
8,8,7.21969268023,8,7.68807268143,8.0
5,5,5.54755224968,5,4.90730571747,5.24915313721
1,3,3.8159566508,3,3.23319387436,2.84522628784
8,7,5.73921059905,7,6.52550172806,7.86975288391
8,8,7.2631794447,8,8.0,8.0
8,8,7.01411485985,8,7.18536663055,8.0
4,2,3.66360015442,2,2.76814174652,3.58459758759
8,6,5.23913209884,6,4.36348772049,6.80007171631
6,3,3.60969642,5,4.29786062241,4.11475944519
8,7,6.47991282419,7,5.80975580215,6.84433460236
2,4,5.07486661491,5,4.1521654129,6.2794175148
7,8,6.67893718627,6,6.16606807709,6.72334527969
6,7,6.23398362825,6,6.5155248642,6.60781431198
6,6,4.55606681587,7,5.83732461929,4.11730957031
2,5,4.72614711826,3,5.30532693863,5.87059354782
8,8,6.92971169017,7,7.37391471863,8.0
8,8,6.45908182066,7,7.13456773758,8.0
8,8,7.78030052439,8,7.90758657455,8.0
8,8,7.85060003252,8,7.84259366989,8.0
4,3,5.12038740572,2,4.50038099289,4.60835933685
6,5,4.66598413876,6,4.73509788513,5.78354024887
6,6,5.5377436275,3,5.68837404251,6.20513820648
2,2,2.51424694214,2,2.49535894394,3.21265339851
8,8,7.45292631089,7,7.38530921936,8.0
8,7,6.3260984672,4,6.10754108429,6.56936168671
2,3,3.37860847081,6,4.87701940536,3.14177703857
7,6,5.33633765948,5,5.13406038284,6.71807527542
8,6,5.57015277993,7,6.13752317429,6.37073278427
7,7,7.14479212418,7,6.00113773346,7.51839494705
8,8,7.92493083527,8,7.44068050385,8.0
4,5,4.25109936958,6,5.07961606979,4.49340724945
8,8,7.5115400601,8,7.25785636902,8.0
4,3,5.04212065408,3,3.5540034771,4.58266878128
8,6,6.15582450379,5,5.64904785156,6.12925815582
8,6,5.95735429456,6,5.13945436478,6.18614006042
8,8,6.31141556692,8,7.26677083969,8.0
6,6,4.73276760484,6,6.00994157791,5.47124195099
8,3,7.04659859273,5,5.69921112061,8.0
2,2,3.67187119519,3,2.26090192795,6.70149850845
6,5,5.47092261348,6,5.00659132004,6.16101694107
3,2,3.83976827882,2,1.19538664818,4.28840827942
8,8,8.0,6,7.45559024811,8.0
8,7,7.00863503766,6,6.26945209503,8.0
6,6,5.46436654451,6,5.33204317093,5.83562707901
8,7,6.36849026118,6,6.77983999252,8.0
8,8,6.73112107109,8,7.49199819565,8.0
1,3,4.58784942175,5,3.57658743858,6.28163528442
8,6,5.78765872747,8,5.26313591003,6.84253311157
8,8,7.18225624501,8,7.49193286896,8.0
8,4,5.87959161158,3,4.09009170532,6.61174058914
6,6,5.21660861949,6,6.35502576828,5.69483041763
6,3,5.28798515038,5,4.50438070297,5.83669185638
4,2,4.49688440959,2,2.98235964775,3.83661174774
8,8,6.71446506775,8,7.88222360611,8.0
8,8,6.81235128446,7,6.69628334045,8.0
4,2,3.65986116417,2,3.02337265015,3.82501888275
8,8,7.61036232174,8,7.16621160507,8.0
2,4,4.3098133583,5,5.62180137634,5.24391937256
8,8,7.98000666623,8,7.96715784073,8.0
7,5,5.82576240345,6,5.85501623154,7.10587978363
6,3,3.69807716224,5,3.16401195526,4.54203224182
4,7,5.78829187892,6,5.9323015213,5.99420166016
7,7,5.44052473856,5,6.52712392807,6.32975912094
8,8,8.0,8,7.78399801254,8.0
6,6,5.63367038811,5,6.16873311996,6.00065040588
1,1,1.73129102313,1,1.0,2.2593164444
8,8,7.05685073366,6,6.39699983597,8.0
6,5,5.47724878183,4,4.42420005798,5.96849775314
7,3,4.31855386519,3,4.01528644562,4.86672019958
2,3,2.76011527126,3,3.11876177788,2.73436927795
6,6,5.56072552019,7,5.40453767776,5.88084173203
1,3,4.86879939347,6,3.75126552582,5.20722675323
6,2,4.05490340366,2,4.32695627213,4.58755111694
8,7,6.48736324117,7,7.24578475952,7.35151386261
8,8,7.50798934412,7,7.45352125168,8.0
8,8,6.99544580093,8,7.61069869995,8.0
8,5,5.599602897,6,5.09574651718,4.50106143951
8,7,6.72402998573,7,7.29752635956,8.0
5,3,4.39948463501,6,4.90182161331,4.52888393402
8,7,6.42923856394,7,6.30634641647,6.74306201935
8,8,7.23957141801,8,7.31790351868,8.0
7,6,5.41249623165,6,6.16762542725,6.69214010239
8,8,7.69509158614,8,8.0,8.0
8,8,7.27393791545,8,7.59119224548,8.0
8,8,7.50633884965,8,7.69583129883,8.0
8,8,7.20507772134,8,7.41849088669,8.0
8,5,7.36286900237,5,5.0687046051,8.0
8,6,5.96746140215,6,5.17642831802,6.78581809998
2,2,3.85557994533,2,2.68189668655,2.05434846878
8,6,6.67089699348,3,5.64864015579,6.90499734879
2,5,5.25507438074,6,5.31274604797,2.00877475739
7,6,5.59849817222,5,6.0844373703,5.9567117691
6,5,5.65254492717,5,4.52644395828,5.93319177628
1,1,1.0,2,1.0,1.95216751099
8,7,5.83264931767,7,6.65143060684,6.12342405319
8,6,5.89224365899,6,5.71344518661,7.09767341614
8,7,6.5411915946,7,6.37330245972,6.73538017273
8,7,6.028733324,6,6.14911651611,6.19811344147
2,3,4.04525708375,2,3.88757443428,5.581782341
1,3,3.15053396079,2,2.64276576042,2.46663713455
8,7,6.37322970467,7,6.45910596848,7.1101140976
6,7,5.79849568007,6,5.86103725433,6.45709323883
1,4,4.27890005749,5,4.15410804749,2.99431800842
8,6,5.68405440752,6,5.70701980591,7.38544750214
7,6,5.05339589661,6,5.36345148087,6.51860618591
2,4,3.65120182525,5,5.02292156219,4.11739015579
8,8,6.83260957934,8,6.95702409744,8.0
8,6,5.9659478406,6,6.07045555115,6.85168647766
4,3,5.66624397641,5,4.44686126709,5.90074396133
8,8,6.57780216214,7,7.10363292694,8.0
8,8,7.38482566229,8,7.53230047226,8.0
1,2,1.8120565907,2,1.94192564487,2.00918197632
5,3,4.97290880054,2,2.84088134766,5.76441526413
8,7,5.81928823508,8,7.29456710815,6.07154321671
8,7,6.06773500654,6,5.91134166718,6.23570680618
6,4,5.285533648,2,4.61728429794,5.89361000061
7,5,5.03597109408,5,4.75227642059,6.78662824631
8,7,6.42355658067,6,6.52607297897,8.0
5,2,3.66043630644,2,3.23192501068,3.68669223785
7,7,5.95968018127,6,6.41991424561,6.23216247559
8,8,7.66953546641,8,7.40321350098,8.0
8,8,7.46077614811,7,7.37842321396,8.0
8,6,5.451014523,6,5.34049129486,6.08452701569
8,8,7.07214704183,8,7.59430742264,8.0
8,8,6.3904049697,7,6.70656251907,7.11684274673
8,8,7.68173233363,8,7.12415647507,8.0
8,8,6.49411368462,8,7.02015399933,8.0
8,7,6.15239830239,7,6.91437625885,6.28083276749
6,3,5.45090192828,2,3.621509552,6.03942584991
6,5,5.41237492815,6,5.70764780045,6.11575126648
8,8,7.08900334541,8,7.51676797867,8.0
8,6,6.29506283112,6,6.79052877426,7.86060762405
8,8,6.53436383004,6,8.0,8.0
2,1,1.43575373701,2,1.10816311836,1.96431541443
6,5,5.80962023261,5,5.31184720993,6.19639492035
1,2,3.31995264319,2,2.45859503746,4.86244153976
8,7,6.20148250164,7,6.97377824783,7.59663724899
8,7,6.65560835264,7,6.99455213547,8.0
8,8,5.87036179654,7,7.05951976776,6.87584018707
8,7,6.4354000936,6,6.7099943161,6.71875429153
2,4,4.57401828711,2,3.81920647621,6.03428316116
8,8,6.4236605475,7,7.48372507095,8.0
8,6,5.35473121716,5,6.47387886047,6.03425312042
6,3,4.07436759685,4,5.3008518219,5.21876430511
6,7,5.5546933349,5,6.67482662201,6.37068414688
2,3,4.54304605418,5,3.27008008957,4.5368065834
7,4,4.75961509286,5,4.74866628647,6.02311944962
7,6,5.34854958235,6,4.63022518158,6.27016878128
8,8,7.42945608233,7,7.47875547409,8.0
8,8,6.81229606011,8,7.96941757202,8.0
6,3,4.10630306816,5,4.79904174805,5.62358856201
6,6,5.48027484154,6,5.55440855026,6.21511316299
8,4,6.11733865151,6,3.47999644279,6.25490617752
2,3,5.00361498271,5,1.69112920761,2.97503471375
8,7,6.00841091705,6,6.36408090591,7.17684268951
8,7,6.04867235597,6,6.24121189117,6.29032230377
8,8,7.06009103733,8,7.17705392838,8.0
7,6,6.2850942335,7,6.0602440834,7.15464878082
7,7,5.75765889631,6,6.04671621323,6.45833015442
6,6,5.71864611601,6,5.89985895157,6.17561769485
8,8,8.0,8,8.0,8.0
5,6,4.47129756395,5,5.16085481644,5.84472322464
6,8,6.41033684623,8,6.13948488235,6.69834756851
8,8,7.87179144481,8,7.18520212173,8.0
7,6,5.80388996849,6,6.24810314178,6.27594709396
6,5,5.09073295242,5,4.75057077408,6.03572177887
5,6,4.89190249157,6,5.56518507004,5.39500236511
6,5,5.084076373,5,5.15330171585,5.79543590546
8,8,7.01796092384,8,7.50910234451,6.63557815552
8,8,7.86184026346,7,7.35575675964,8.0
7,7,6.30295811333,6,6.81817102432,7.18512630463
8,8,7.16808460991,8,7.4283156395,8.0
8,8,7.13579063551,7,6.66107082367,8.0
1,1,1.34190782812,2,1.0,1.95191431046
8,8,7.29923304313,7,7.55207300186,8.0
8,8,6.59799025846,6,6.81625461578,8.0
1,1,2.25251073437,1,2.06390976906,3.23506331444
8,8,6.73232292796,8,7.51030635834,8.0
1,2,3.18480517127,2,2.74593448639,2.08963155746
8,8,8.0,8,7.93104171753,8.0
7,7,6.3426766988,7,6.20623636246,7.07588100433
8,8,7.1903992423,8,7.75131702423,8.0
8,6,6.48281817107,6,6.17063093185,6.87039518356
8,5,6.09603851659,5,5.62991762161,6.6756811142
7,3,5.53291931876,2,2.83328866959,6.74007558823
4,3,4.44043751203,2,3.83299708366,3.90834188461
5,5,2.82201430389,2,3.60123109818,2.19746398926
8,3,4.73249718886,5,4.84772205353,3.87425541878
8,8,7.99030255424,8,8.0,8.0
8,7,7.41425135552,7,7.04650163651,8.0
8,8,6.9366332491,8,7.78681468964,8.0
8,8,5.65075929571,6,7.28695631027,7.05308389664
8,8,7.55259030688,8,7.51156711578,8.0
8,8,7.44226844078,8,7.4982881546,8.0
7,7,6.95148331962,7,7.15505981445,7.21490573883
4,3,4.59821053274,2,3.87983155251,4.73793315887
7,3,4.60936622112,2,3.22487258911,6.11483955383
8,8,7.25359922157,8,6.71290826797,8.0
8,8,7.40235254773,8,7.39964056015,8.0
6,6,5.51002635978,5,5.12963008881,5.74562072754
8,8,6.86007991657,7,7.08866119385,8.0
6,5,5.40667929124,6,4.76026630402,6.51401042938
8,8,7.32683570968,8,8.0,8.0
8,7,5.66704186492,6,7.71593570709,6.70929765701
7,1,3.7662350048,2,1.87459099293,4.03165340424
8,8,7.14932253,8,7.42010641098,8.0
8,7,6.16536190765,7,6.75676631927,6.6446647644
8,8,8.0,8,8.0,8.0
8,8,7.20951075022,8,6.80479335785,8.0
6,3,2.3929907407,2,5.41849136353,3.63377523422
7,7,7.64055111896,7,6.71887874603,7.50839471817
1,2,2.57696792135,2,2.07710409164,2.14698791504
8,7,7.27265110343,7,6.67863702774,8.0
2,5,4.95559596278,5,4.81043195724,5.01705169678
8,8,7.6071751111,8,8.0,8.0
6,5,4.91550094362,4,4.68578243256,5.91381978989
4,2,3.62363148868,2,2.8262193203,3.73417425156
5,2,1.0,1,1.0,1.98831272125
1,3,4.67575293904,5,3.924036026,3.74361038208
8,8,6.85508104352,8,7.68396997452,8.0
3,3,3.16672611967,5,3.9263215065,3.19987797737
8,7,6.62894911758,8,6.96185159683,8.0
5,3,4.41164830365,5,4.1201505661,4.51642608643
8,7,6.02798483441,8,7.04069900513,7.93367147446
5,4,4.8980893098,5,4.90756654739,5.67848873138
8,6,5.7264142538,5,6.9713973999,7.16347837448
8,8,7.90509065834,8,7.6315536499,8.0
2,3,4.6860900468,3,3.69714045525,4.55072879791
6,6,6.12916345843,6,5.83295202255,5.18092632294
8,8,6.53966558489,8,7.02309560776,7.97614717484
8,7,6.76984468821,8,6.37172031403,7.31114578247
5,2,3.95052712741,2,2.64952969551,2.78293991089
8,8,6.74574005984,8,7.51530313492,7.64911985397
6,4,4.68093225983,6,4.59759569168,5.93488931656
6,2,1.73558162435,2,1.81034171581,2.23689174652
2,2,1.43480587238,2,1.81106853485,1.96245956421
5,3,4.87248312292,5,3.32998800278,5.13495445251
6,7,5.61120317261,6,6.20975732803,6.2955904007
8,8,6.45231199861,7,7.2064204216,8.0
2,3,4.14050683882,2,3.19182682037,5.84194564819
5,2,2.91298469685,2,1.61323940754,4.3137588501
8,8,7.29931682993,8,7.64664936066,8.0
6,2,4.04779526577,5,3.82995820045,2.59709262848
6,7,5.46128445353,6,5.80973434448,6.29399394989
8,7,6.95889109874,6,6.8612241745,8.0
8,8,6.74408751224,8,6.89849805832,8.0
7,5,4.67375251972,6,5.42513847351,6.28769874573
8,8,6.47573262322,8,7.46195173264,7.35067844391
8,7,7.19572964375,7,7.22836494446,8.0
8,7,5.07257045019,6,6.03181934357,6.42596483231
8,8,7.46059443142,8,7.28525686264,8.0
8,8,7.42512239858,7,7.14497089386,8.0
7,3,4.35103077534,6,3.79949140549,4.35224533081
6,6,5.14568687596,6,6.20597410202,5.62990903854
8,8,7.42908646779,8,7.28026437759,8.0
1,2,3.47381412008,5,3.55684304237,2.96889400482
8,8,7.36412434189,8,7.14276838303,8.0
8,8,7.95906919194,8,7.90467786789,8.0
8,8,7.88056527144,8,7.36422491074,8.0
7,6,4.73577207055,5,5.12031173706,6.08747768402
8,8,7.12329359605,7,5.44518995285,8.0
1,3,4.14258797998,3,3.73931717873,2.56286859512
8,5,5.57798737694,3,5.04750728607,7.19797563553
1,2,1.0,2,1.23548340797,1.95492649078
8,6,5.96612018881,6,6.06676006317,6.71852779388
8,8,7.3428596292,8,7.65424537659,8.0
6,5,5.38488237648,6,5.44191026688,6.13691854477
8,8,7.4116643148,8,6.89708805084,8.0
8,4,5.72147079682,5,5.23533248901,6.27880334854
6,5,4.81629042852,6,4.47662973404,5.19843053818
8,8,7.50366501956,8,8.0,8.0
6,4,3.11880192024,2,3.77583885193,4.97382354736
5,2,4.38291996629,2,3.40359187126,4.09014129639
8,8,7.03725398078,8,7.07341098785,8.0
8,6,5.97807621028,7,5.62978887558,6.4013466835
6,4,3.18729495406,5,4.98420810699,5.47780513763
5,5,5.55305306419,5,4.73434686661,5.5204501152
8,6,5.86172473069,7,6.39486074448,7.33965444565
8,8,7.11516143825,8,7.75828933716,8.0
7,6,6.28518652413,6,5.38699913025,7.13624334335
8,8,6.7708618315,8,6.72825479507,8.0
7,5,4.3079061728,6,4.85505485535,5.79448986053
7,7,5.78813868018,6,6.40107154846,6.4314789772
7,5,6.00303920279,5,6.0095539093,7.18592596054
2,3,4.14631176909,4,4.18845558167,4.41600942612
8,6,6.43777173297,2,6.14945602417,8.0
2,2,1.0,2,2.28717088699,2.11177062988
5,3,3.53349049718,2,3.93911480904,4.4593963623
2,2,3.90656837491,4,3.16484665871,2.84807682037
8,6,6.21987254868,6,5.12223672867,6.74709272385
8,7,6.09335955565,7,6.22461032867,7.16240406036
6,4,4.08731959081,6,4.81276416779,3.79071378708
6,5,5.45799641017,5,5.72245883942,6.65458393097
8,8,7.97291245522,8,7.39694833755,8.0
7,5,5.64709164715,5,4.24589443207,6.24096679688
8,8,6.47667480982,7,7.28182935715,8.0
8,7,6.22013648971,8,6.18645572662,8.0
8,5,5.9836380714,5,6.18010950089,6.71152019501
8,8,6.54734523036,7,7.00958871841,7.02575016022
1,1,1.50152182153,2,1.0,1.9556388855
6,5,5.79317310855,6,5.36172628403,6.20903396606
8,7,6.36103297827,7,6.83675479889,7.865858078
5,4,5.10160978071,4,3.5680167675,5.53174638748
6,5,2.94370346149,5,5.20138168335,4.10169506073
8,8,7.13673847179,6,6.45995426178,8.0
8,6,5.95270671432,7,5.96361160278,8.0
8,8,7.57388550707,8,7.51146173477,8.0
7,7,6.32026532538,7,6.11690330505,7.16665649414
5,4,5.35262958832,4,4.99113082886,5.43516111374
6,6,5.86881265852,6,5.57212305069,6.37145423889
1,3,5.0487238814,3,2.62872838974,5.86527442932
6,6,5.97858122592,6,6.08464241028,6.14812088013
8,8,7.66464044189,8,7.77414894104,8.0
8,8,7.56847941566,8,7.61115646362,8.0
8,8,7.03473724499,8,7.74436378479,8.0
8,8,7.37458658017,8,7.45314121246,8.0
6,6,5.25334624676,5,5.96337604523,6.14231872559
7,8,6.3892668747,7,6.55163192749,7.56550264359
8,8,7.50916023152,8,7.62947368622,8.0
5,3,4.4249746442,2,4.00986337662,4.8268699646
8,6,5.41973901194,8,5.99495983124,7.58357524872
6,7,5.82051389617,8,5.55531263351,6.24470567703
8,7,6.70632544747,6,7.04079627991,8.0
8,8,6.66108761623,8,7.03770256042,8.0
8,5,4.9234415169,6,4.65396785736,6.48232555389
8,7,6.38208009891,7,6.89898824692,8.0
8,6,8.0,7,6.56724357605,8.0
7,7,6.21506922907,7,6.62034034729,7.06333971024
8,8,5.85651998752,6,7.1118144989,8.0
8,8,7.25913723222,8,7.33440160751,8.0
8,7,6.33329469766,8,6.19224452972,8.0
7,7,5.73537042269,6,6.25809717178,6.27590608597
8,8,6.77375583933,6,7.76658391953,8.0
8,8,7.26095792731,8,7.36965942383,8.0
7,6,5.93588272341,6,5.20787000656,6.39639472961
7,6,4.85716314939,6,4.89399003983,5.83699131012
6,6,5.75837980063,6,5.41803836823,6.17697095871
7,6,6.18805187695,6,6.66199541092,7.15555715561
8,8,6.48682501841,7,6.98772001266,6.57842636108
8,5,5.97399541291,5,5.30677509308,6.07320642471
8,8,6.7508027778,8,7.69530010223,8.0
8,3,5.77280002447,3,3.41220259666,8.0
6,3,4.41039955359,5,3.50419187546,5.56876373291
5,5,5.63295897214,3,4.65911197662,5.70249032974
8,8,8.0,8,7.12755441666,8.0
8,8,6.29918785825,8,6.68910598755,6.43443965912
8,2,6.42895727625,5,3.49248933792,7.44870901108
8,8,7.39833956458,8,7.91669225693,8.0
6,2,2.93497579763,2,2.57585835457,3.78368806839
8,8,7.1084045054,8,7.4118437767,8.0
1,2,1.0,2,1.27857446671,1.96179962158
8,8,6.98136100136,8,7.56183815002,8.0
8,8,7.56451857967,8,7.58297395706,8.0
6,7,5.99920609074,6,6.7920088768,6.74987649918
8,7,6.43240920919,7,6.49254655838,8.0
2,3,4.0914479139,3,3.96852064133,5.41936016083
1,4,4.39175451699,5,5.29994773865,3.12355518341
1,2,3.09855251682,5,4.62193393707,3.70004367828
8,7,6.043781924,6,6.72984457016,7.7925786972
6,6,5.57786276457,6,5.74314069748,6.22788190842
6,5,4.96580342878,6,5.81516075134,5.86091375351
8,7,6.38499596688,8,6.82724809647,7.41322040558
6,5,5.17623379828,6,5.68918371201,6.1545791626
7,6,4.93088395364,6,6.53091859818,5.96359300613
2,3,3.94233819456,3,4.07420110703,3.73582601547
8,8,7.51984381298,8,7.30378866196,8.0
8,8,6.84903344326,8,7.54078912735,8.0
8,8,6.1942408834,6,6.35341739655,7.81593418121
6,5,4.86107678532,3,6.05813360214,6.00745010376
8,8,7.07599011681,8,7.29557418823,8.0
4,3,3.36061540157,5,4.49503803253,3.57575321198
8,6,7.33047379966,6,5.0438337326,8.0
6,6,4.89243078955,6,6.18755865097,5.96407699585
8,7,6.65675011773,6,6.80908250809,8.0
8,8,6.92755038258,7,6.85962772369,8.0
7,6,6.48188684543,6,6.77567481995,7.12778091431
3,2,3.86201616563,2,3.10651874542,4.36377954483
8,5,5.25835032621,5,5.86550521851,5.92136907578
8,7,6.24283200675,8,6.83203983307,7.62562084198
8,7,6.66794245668,8,7.42734098434,8.0
6,7,6.24555936334,6,5.47364711761,6.26827383041
8,8,6.90603380495,5,6.80753469467,7.23008060455
4,2,3.59999041033,2,3.89262056351,3.82663846016
5,5,5.31006130584,5,3.55198383331,4.03957939148
7,7,6.1208386677,7,6.06019973755,7.16942977905
4,6,4.98887736355,6,4.55623435974,4.90886211395
4,3,4.70694382946,2,2.87005734444,5.1681637764
8,8,6.22642856508,8,7.07805252075,8.0
7,5,5.09373980173,6,4.76013946533,6.61961364746
6,6,5.40365073766,5,4.98115730286,6.12168502808
6,6,4.72663956651,6,5.24801492691,6.09054470062
8,7,5.79479933487,6,6.16670131683,7.66369962692
8,7,5.81857611822,7,6.59791946411,6.71106052399
8,8,6.32872104859,7,7.13845825195,8.0
6,5,5.37092474132,6,4.19808864594,6.07406520844
8,4,5.22910977207,6,5.02206611633,6.20462608337
4,3,4.79730606119,6,3.98482728004,5.02453136444
8,8,6.51902524217,7,7.2149014473,8.0
8,8,7.18841549788,8,7.92378473282,8.0
7,3,4.91281766985,3,3.57095980644,6.31634759903
6,6,6.16067468048,6,6.43711519241,6.40059328079
8,7,6.40154600628,6,6.17114496231,6.56489849091
6,5,5.20700293002,6,5.05418920517,6.37228155136
7,5,5.85991038777,6,5.16862535477,6.22511482239
8,7,7.09027273888,7,6.71017980576,7.98449373245
1,2,3.34862791147,2,2.22155332565,2.1805934906
8,7,6.47056874031,6,6.4228181839,8.0
8,8,7.20572869529,8,7.46587562561,8.0
8,6,6.89241823136,3,4.47179937363,8.0
4,5,4.14011119935,5,4.46209573746,4.6172709465
7,5,5.01585374131,6,4.75912094116,6.46585416794
6,4,3.99846377636,5,3.8428311348,4.58141613007
8,8,8.0,7,7.88900232315,8.0
2,1,1.28244359959,1,1.0,1.95522642136
2,5,3.98657123396,5,4.99708223343,4.84443330765
2,4,4.153117359,6,4.89043521881,5.13043260574
1,2,1.0,3,1.0,1.95179080963
8,7,5.92817099452,6,6.20678281784,6.21086835861
8,8,7.42860032758,8,7.36534261703,8.0
2,2,4.29555681834,3,4.02754402161,5.31372690201
4,3,4.46721050554,2,3.2542822361,3.83800888062
2,2,3.67941962086,2,2.58430695534,4.3936123848
7,5,6.92797692073,4,4.91497182846,7.13989591599
8,8,6.78647202814,7,7.38367795944,8.0
8,8,6.78980507013,8,6.56481170654,8.0
8,6,5.8173022929,6,6.19211053848,6.79628419876
6,3,4.90681496081,5,4.06982040405,6.04210948944
4,2,3.13267838231,2,3.59856891632,3.5088391304
5,4,5.05518538447,5,4.51138496399,5.61454677582
5,4,4.12502445718,5,3.97404551506,5.25669193268
8,8,7.80962366054,8,7.81516599655,8.0
4,3,5.70744111709,2,4.44137239456,6.50948905945
8,7,6.72796365244,7,6.88043260574,7.65447998047
8,8,6.96307408569,8,7.88420009613,8.0
2,2,4.17518048212,3,3.60055756569,4.66097736359
6,3,3.93672484365,6,3.5218167305,5.5701918602
7,5,4.82345530014,5,5.08458185196,5.00284862518
1,5,4.05292012853,2,4.81068325043,5.61212015152
7,6,5.76040073725,6,6.17649173737,6.22055053711
6,2,1.68940185217,2,2.1276049614,2.83475542068
1,2,3.65395801795,2,3.28550100327,3.31405949593
8,6,8.0,6,6.50695228577,8.0
4,2,4.977210417,2,3.09069228172,5.92278337479
8,8,6.86936181079,8,6.84393024445,6.92047595978
2,2,3.98340343303,3,4.05721569061,5.78636550903
8,8,6.7898182553,6,6.55694198608,8.0
8,8,6.71295416862,7,7.45017194748,8.0
8,7,6.56113504954,7,6.75192546844,8.0
6,5,4.86308414139,6,5.43846940994,6.34231233597
